Monolayer,Atom_HardnessRB_StDiv,Atom_Inv_Diff_ENARrev_ENGordyRev_Range,Atom_Inv_Diff_ENGordyRev_EA_StDiv,Atom_Inv_Diff_ENGordyRev_IP5_StDiv,Atom_Inv_Diff_ENGordyRev_IP6_StDiv,Atom_Inv_Diff_IP7_IP8_StDiv,Atom_Inv_Mult_EA_ThermalExpansion_Range,Atom_Inv_Mult_IP2_LatticeConstant_Min,Atom_Inv_Mult_SpeedSound_Zeff_Median,Atom_Log_Mult_ENGordyRev_IP6_Range,Atom_Log_Mult_IP7_Period_Range,Atom_Log_Mult_SpeedSound_RadiiCordero08_Median,Atom_Log_Ratio_IP2_IP3_StDiv,Atom_Log_Ratio_IP6_IP7_Max,Atom_Log_Ratio_PoissonRatio_Ntotal_Range,Atom_Mult_EA_dHAtom_Max,Atom_Mult_EA_dHAtom_StDiv,Atom_Mult_EA_dHFus_StDiv,Atom_Mult_IP8_SpeedSound_Min,Atom_Mult_IP8_SpeedSound_StDiv,Atom_Mult_LatticeConstant_Density_StDiv,Atom_Mult_LatticeConstant_RadiiBatsanov_Min,Atom_Mult_ThermalCond_YoungsModule_StDiv,Atom_Ratio_Density_TDebye0_Min,Atom_Ratio_EA_ThermalExpansion_Min,Atom_Ratio_ENARrev_YoungsModule_Min,Atom_Ratio_dHFus_SpeedSound_StDiv,CrystSyst_hexagonal,CrystSyst_trigonal,EState_Dist_Hf_EA,EState_Dist_Ti_ENARrev,EState_Topo_Ni_Zeff,EState_Topo_Pd_Zeff,EState_Topo_Te_dHAtom,Moment_N_f_2,Moment_SpeedSound_1,Moment_TCritical_1,Moment_TCurie_1,Moment_TCurie_3,Moment_ThermalExpansion_1,SG164,SG187,
Tl2F2,0.14307,0.01135,0.08335,0.15765,0.18349000000000001,0.32553000000000004,0.0,0.19345,0.20642,0.17554,0.06333,0.74174,0.047939999999999997,-0.09781000000000001,0.0,0.22378,0.08332,0.00237,0.06667000000000001,0.0,0.18261,0.3495,0.0,0.8023600000000001,0.02359,0.21579,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-2.64373,-11.547,-11.547,0.0,0.0,-11.547,0,0,
Ti1Se2,0.05362000000000001,0.00718,0.05607,0.1085,0.12170999999999998,0.00742,0.09969,0.25301,0.07006,0.02781,0.013569999999999999,0.86965,0.06697,-0.09711,0.3024,0.38201,0.16547,0.030119999999999997,0.43311000000000005,0.08324,0.03695,0.29120999999999997,0.015090000000000001,0.05745,0.01719,0.00618,0.0426,1,0,0.0,-0.64679,0.0,0.0,0.0,0.0,3.04431,4.0244800000000005,0.0,0.0,2.47926,0,1,
Cr2Cl6,0.0218,0.00976,0.06537000000000001,0.0237,0.00852,0.19015,0.0,0.21486999999999998,1.0,0.09772,0.08586,0.56038,0.02365,-0.09767999999999999,0.0,0.36708,0.062189999999999995,0.00673,0.05042,0.31208,0.04958,0.27107,0.0,0.06298,0.25808000000000003,0.0033799999999999998,0.22929000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.5414700000000001,0.0,0.0,0.0,1.49453,0,0,
Zn1Te1Mo1O6,0.057210000000000004,0.11127000000000001,0.15537,0.16254000000000002,0.18075,0.23071999999999998,0.0,0.18213,0.48318999999999995,0.1884,0.13903,0.5602600000000001,0.05305,-0.12858,0.20262,0.41016,0.10555999999999999,0.08649,0.19471,0.129,0.09692,0.25647,0.24308000000000002,0.11524000000000001,0.0,0.0021,0.1072,0,0,0.0,0.0,0.0,0.0,-122.33333,0.0,-3.7097599999999997,-4.0460400000000005,0.0,0.0,-3.03009,0,0,
V2Br2O2,0.059829999999999994,0.00935,0.19701,0.16130999999999998,0.12983,0.1956,0.0,0.2392,0.25382,0.12568,0.17507999999999999,0.74384,0.05134,-0.09679,0.0,0.31376,0.03926,0.05345,0.19471,0.18068,0.05898,0.28425,0.0,0.08139,0.11717000000000001,0.00646,0.09426,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8580700000000001,0.8580700000000001,0.0,0.0,0.8580700000000001,0,0,
V1S2-T1,0.0,0.00824,0.10162,0.02187,0.11115,0.12953,0.0,0.25408000000000003,0.02444,0.02752,0.04591,0.92742,0.06502999999999999,-0.09679,0.0,0.48265,0.12117,0.026810000000000004,0.55607,0.0,0.015880000000000002,0.28425,0.0,0.08139,0.11717000000000001,0.00646,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.73023,-1.73023,0.0,0.0,-1.73023,0,0,
Fe1Cl2,0.06647,0.013269999999999999,0.00321,0.04788,0.016980000000000002,0.19291,0.0,0.21791999999999997,1.0,0.08167999999999999,0.051789999999999996,0.56038,0.027410000000000004,-0.09767999999999999,0.0,0.36708,0.14844000000000002,0.03025,0.05042,0.23242,0.06345,0.26354,0.0,0.08774,0.02394,0.00573,0.26524000000000003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.6788,0.0,1.74373,11.40548,1.74373,1,0,
Cu2Te4Cl2,0.04021,0.03721,0.102,0.09178,0.14674,0.23967,0.0,0.21882,0.08993,0.06888999999999999,0.08148999999999999,0.85814,0.042789999999999995,-0.09767999999999999,0.0,0.36708,0.018359999999999998,0.07067999999999999,0.05042,0.13949,0.09074,0.3315,0.30874,0.13725,0.14014000000000001,0.013080000000000001,0.19707,0,0,0.0,0.0,0.0,0.0,129.5,0.0,-2.78911,0.0,0.0,0.0,-5.07809,0,0,
Ge1I2,0.0081,0.00288,0.05126,0.19968,0.15027000000000001,0.09008,0.0,0.4369,0.03533,0.02404,0.038360000000000005,0.9196799999999999,0.07159,-0.09766,0.0,0.38706,0.05395,0.04936,0.6693100000000001,0.0,0.03912,0.54573,0.0,0.07585,0.38443,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.25633,0.0,0.0,0.0,4.25633,1,0,
Ti1Se2-T1,0.05362000000000001,0.00718,0.05607,0.1085,0.12170999999999998,0.00742,0.09969,0.25301,0.07006,0.02781,0.013569999999999999,0.86965,0.06697,-0.09711,0.3024,0.38201,0.16547,0.030119999999999997,0.43311000000000005,0.08324,0.03695,0.29120999999999997,0.015090000000000001,0.05745,0.01719,0.00618,0.0426,0,1,0.0,-0.6624399999999999,0.0,0.0,0.0,0.0,1.2678399999999999,1.77108,0.0,0.0,0.9777399999999999,1,0,
Pt4I8,0.00866,0.0018100000000000002,0.15888,0.02375,0.00673,0.22476,0.0,0.25978,0.20684,0.033,0.030180000000000002,0.8639700000000001,0.0024,-0.09766,0.0,1.0,0.34289000000000003,0.0599,0.21445,0.0,0.22699,0.36896,0.0,0.2404,0.45186000000000004,0.4154,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-4.3154900000000005,-12.52331,0.0,0.0,0.0,-12.52331,0,0,
Cr1S2,0.00614,0.00924,0.11250999999999999,0.00246,0.019190000000000002,0.11292,0.0,0.21486999999999998,0.01961,0.06692000000000001,0.037469999999999996,0.9450700000000001,0.050589999999999996,-0.33985,0.0,0.48265,0.12218,0.032760000000000004,0.7711399999999999,0.0,0.0049,0.27107,0.0,0.06298,0.25808000000000003,0.0033799999999999998,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.70927,0.0,0.0,0.0,-1.70927,0,0,
Sr3Fe2Cl2O5,0.09699999999999999,0.01385,0.15772,0.11653,0.10128,0.26885,0.38977,0.21791999999999997,0.48318999999999995,0.16546,0.20035,0.5602600000000001,0.17588,-0.09767999999999999,0.30143000000000003,0.36708,0.14837,0.02773,0.05042,0.17201,0.05678,0.26354,0.0,0.08774,0.00433,0.00573,0.26224000000000003,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.10106,0.0,0.0,14.935089999999999,1.4413799999999999,0,0,
Tm2I2O2,0.14804,0.0015400000000000001,0.17933,0.21044000000000002,0.15999000000000002,0.26964,0.0,0.2392,0.48318999999999995,0.11688,0.16668,0.5602600000000001,0.05196,-0.09766,0.0,0.30301,0.13479000000000002,0.07483,0.19471,0.0,0.13822,0.37383,0.0,0.2404,0.00225,0.26935,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.90124,0.9670799999999999,0.0,0.9670799999999999,12.98949,0.9670799999999999,0,0,
Cd1Br2,0.02653,0.01113,0.06875,0.06155,0.01794,0.16225,0.0,0.21678000000000003,0.06359,0.056979999999999996,0.03321,0.8498,0.06906,-0.11209000000000001,0.0,0.31376,0.14790999999999999,0.062279999999999995,0.21116999999999997,0.0,0.0245,0.30101,0.0,0.21894,0.0,0.02762,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0070900000000003,2.0070900000000003,0.0,0.0,2.0070900000000003,1,0,
Zr1Cl2,0.07875,0.00547,0.01984,0.06662,0.0087,0.23651999999999998,0.0,0.30258,1.0,0.08388,0.06732,0.56038,0.012,-0.09021,0.0,0.36708,0.07162,0.00828,0.05042,0.14452,0.05563,0.34109,0.0,0.11924000000000001,0.14017000000000002,0.007690000000000001,0.20675,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.70387,1.70387,0.0,0.0,1.70387,0,1,
Sn6Bi6,0.029330000000000002,0.004220000000000001,0.02986,0.12733,0.02214,0.0443,0.0061200000000000004,0.34979,0.09437000000000001,0.00137,0.01241,0.84478,0.0724,-0.09112,0.18187,0.27971,0.058620000000000005,0.00842,0.15344000000000002,0.05276,0.01964,0.50161,0.01941,0.19525,0.09458,0.06068,0.07725,0,0,0.0,0.0,0.0,0.0,0.0,-1.13885,-6.42932,-7.2806,0.0,0.0,-6.4669099999999995,0,0,
Mo12Br24,0.0,0.00584,0.02599,0.01617,0.06981,0.25181,0.0,0.23976,0.021580000000000002,0.09723,0.05779,0.9458200000000001,0.00774,-0.11379,0.0,0.41016,0.045439999999999994,0.0236,0.54486,0.0,0.056139999999999995,0.30372,0.0,0.12842,0.29131,0.0021,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.95936,4.95936,0.0,0.0,4.95936,0,0,
V2F8,0.0,0.00949,0.17835,0.10715999999999999,0.02733,0.20401,0.0,0.19345,0.02444,0.16396,0.06675,0.92742,0.020919999999999998,-0.09679,0.0,0.22560999999999998,0.00073,0.03009,0.55607,0.0,0.05172,0.28425,0.0,0.08139,0.11717000000000001,0.00646,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.47192,2.47192,0.0,0.0,2.47192,0,0,
Mg3Si4H2O12-T1,0.07041,0.024909999999999998,0.1793,0.0584,0.06973,0.07867,0.08738,0.2392,0.48318999999999995,0.08892,0.10743,0.5602600000000001,0.20423,-0.10868,0.0,0.52772,0.16872,0.1862,0.19471,0.26415,0.03405,0.18939,0.0009400000000000001,0.0030800000000000003,-0.02414,0.02732,0.37833,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.54131,0.0,0.0,0.0,4.030530000000001,0,0,
Rb1Pa1F6,0.11008,0.012629999999999999,0.20833000000000002,0.20406,0.16764,0.28834,0.0,0.19345,0.05715,0.23642,0.06511,0.8339799999999999,0.03628,-0.09781000000000001,0.0,0.35388000000000003,0.08135,0.021480000000000003,0.1213,0.0,0.18636,0.35996,0.0,0.14412,0.0,0.07455,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-11.26689,-2.00162,0.0,0.0,0.0,0.0,0,0,
Th1I2,0.0,0.0055,0.05976,0.07365,0.013069999999999998,0.34564,0.0,0.49633999999999995,0.04272,0.09664,0.03703,0.8951899999999999,0.00456,-0.09766,0.0,0.27260999999999996,0.02286,0.05279,0.16621,0.0,0.10743,0.55978,0.0,0.2404,0.07655,0.00498,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
Cu2Ge2O6-T1,0.07439,0.0378,0.21595999999999999,0.06188,0.05412,0.15894,0.009340000000000001,0.21882,0.48318999999999995,0.13583,0.13401,0.5602600000000001,0.05819,-0.13310999999999998,0.0,0.38706,0.03392,0.10330999999999999,0.19471,0.19114,0.12011,0.3315,0.0,0.07585,0.14014000000000001,0.013080000000000001,0.09166,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-5.21055,0.0,0.0,0.0,-5.99708,0,0,
La10C4Br18,0.06224,0.00344,0.08603,0.2158,0.21509,0.27405999999999997,0.02215,0.18008,0.047760000000000004,0.25594,0.03399,0.8950600000000001,0.029110000000000004,-0.10328,0.0,0.75369,0.17514000000000002,0.3045,0.1826,0.0,0.04817,0.29012,0.0,0.00536,0.07268,0.01615,0.07664,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.94667,4.9474,0.0,0.0,4.94721,0,0,
Mn1Cl2,0.05669,0.01123,0.07429,0.03797,0.00695,0.05001,0.0,0.3223,1.0,0.0886,0.04529,0.56038,0.05591,-0.09767999999999999,0.0,0.36708,0.28336999999999996,0.07904,0.05042,0.30967,0.26811999999999997,0.51857,0.0,0.0937,-0.08623,0.00542,0.26797,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06162,0.0,0.0,0.0,0.0,1,0,
Re2Ni1O8,0.10016,0.023790000000000002,0.15359,0.20199,0.19371,0.09186,0.44228999999999996,0.20451,0.48318999999999995,0.13291,0.14958,0.5602600000000001,0.0286,-0.11962,0.17282999999999998,0.41538,0.12219000000000001,0.03805,0.19471,0.13910999999999998,0.20423,0.25978,0.02395,0.0992,0.004529999999999999,0.007640000000000001,0.10747000000000001,0,1,0.0,0.0,2.55,0.0,0.0,2.4567900000000003,1.83105,1.4184299999999999,2.83685,13.503379999999998,2.1551299999999998,0,0,
Tm1Ag1P2Se6,0.07852999999999999,0.01024,0.10235,0.013090000000000001,0.18922,0.13205,0.89917,0.23415999999999998,0.07006,0.15061,0.054810000000000005,0.86965,0.03827,-0.10051,0.19238,0.38201,0.12259,0.03512,0.23539000000000002,0.06919,0.08889,0.37383,0.14835,0.16695,0.00225,0.015,0.039939999999999996,0,1,0.0,0.0,0.0,0.0,0.0,1.90599,2.91289,0.0,3.30128,11.80137,3.05582,0,0,
Si6As6,0.04236,0.00247,0.12805999999999998,0.23076,0.10334000000000002,0.07718,0.0,0.27326999999999996,0.0637,0.03825,0.031310000000000004,0.81742,0.06919,-0.10868,0.0,0.52772,0.16265,0.1607,0.46941000000000005,0.0,0.05761,0.38873,0.04198,0.0192,1.0,0.08081,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071200000000000005,0.0,0.0,0.0,0.0071200000000000005,0,0,
Co2Se2,0.012440000000000001,0.01583,0.08504,0.0583,0.08487,0.0009400000000000001,0.0014199999999999998,0.18070999999999998,0.04898,0.03381,0.02545,0.89494,0.06348,-0.13998,0.11441,0.38201,0.07334,0.00056,0.43311000000000005,0.04512,0.00761,0.23049,0.13191,0.10284000000000001,0.09547,0.006509999999999999,0.039889999999999995,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9301299999999999,0.0,0.9301299999999999,11.39891,0.9301299999999999,0,0,
Bi4O6,0.06617,0.00848,0.10974,0.21206,0.11825999999999999,0.2649,0.0,0.2392,0.48318999999999995,0.12087,0.11952,0.5602600000000001,0.005,-0.09112,0.0,0.30301,0.06885,0.033,0.15344000000000002,0.02022,0.19708,0.50161,0.0,0.43173,0.13159,0.10805999999999999,0.11575,0,0,0.0,0.0,0.0,0.0,0.0,3.4142699999999997,1.47024,0.0,0.0,0.0,1.47024,0,0,
Cr2Br2O2,0.06171,0.01034,0.20428,0.15784,0.12036,0.17906,0.0,0.21486999999999998,0.2514,0.16509000000000001,0.17507999999999999,0.75267,0.03707,-0.11379,0.0,0.31376,0.04027,0.05451,0.19471,0.28820999999999997,0.06361,0.27107,0.0,0.06298,0.25808000000000003,0.0033799999999999998,0.060329999999999995,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.82465,0.0,0.0,0.0,0.82465,0,0,
Nb3Ir1Se8,0.043210000000000005,0.00657,0.12124000000000001,0.0974,0.08782000000000001,0.14304,0.01566,0.25301,0.07006,0.04898,0.02075,0.86965,0.03172,-0.09218,0.43654,0.87424,0.14205,0.06185,0.33255,0.04503,0.18567999999999998,0.32576,0.27269,0.16504000000000002,0.10217999999999999,0.00573,0.11664000000000001,0,0,0.0,0.0,0.0,0.0,0.0,3.28421,4.1437800000000005,3.3687699999999996,0.0,0.0,4.64335,0,0,
Ta4Co8Te8,0.0415,0.01736,0.14012,0.16677999999999998,0.14488,0.10329,0.0001,0.18070999999999998,0.08993,0.06666,0.0445,0.9077,0.06912,-0.13998,0.14609,0.32337,0.04808,0.07783,0.26225,0.11925999999999999,0.12839,0.23049,0.11729,0.10284000000000001,0.09547,0.006509999999999999,0.11609000000000001,0,0,0.0,0.0,0.0,0.0,-1289.0833300000002,12.89972,2.7427799999999998,1.6451200000000001,3.29025,2.27723,2.96937,0,0,
Cu2I2,0.0,0.03626,0.06347,0.18118,0.12880999999999998,0.12729000000000001,0.0,0.21882,0.03723,0.01895,0.03267,0.89312,0.0377,-0.09766,0.0,0.34788,0.03764,0.02556,0.4444,0.0,0.029889999999999996,0.3315,0.0,0.13725,0.14014000000000001,0.013080000000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0161799999999999,0.0,0.0,0.0,1.0161799999999999,0,0,
Nb6Ge2Te12,0.0053100000000000005,0.0037700000000000003,0.08625,0.10833,0.16352,0.09071,0.0036299999999999995,0.28345,0.08993,0.04956,0.00945,0.85814,0.05798,-0.09218,0.0,0.54578,0.09951,0.036000000000000004,0.26225,0.11930999999999999,0.00728,0.32576,0.03298,0.07585,0.22915,0.00573,0.02468,0,0,0.0,0.0,0.0,0.0,-1273.0,0.0,-11.891210000000001,-11.891210000000001,0.0,0.0,-11.891210000000001,0,0,
Zn2In4S8,0.06056,0.11016,0.0053100000000000005,0.035660000000000004,0.049280000000000004,0.14010999999999998,0.0,0.18213,0.13897,0.036489999999999995,0.062020000000000006,0.78101,0.06462000000000001,-0.11417000000000001,0.0,0.48265,0.21456,0.009609999999999999,0.11107,0.16940999999999998,0.05947,0.25647,0.0692,0.11524000000000001,0.0,0.017490000000000002,0.01599,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.35696,-2.62432,0.0,0.0,-2.09669,0,0,
Cr2Cu2P4S12,0.02913,0.03669,0.11429,0.03845,0.16643,0.08634,0.00672,0.21486999999999998,0.028419999999999997,0.15829000000000001,0.057,0.9191,0.03907,-0.10654000000000001,0.02773,0.48265,0.12499,0.03424,0.4444,0.16337000000000002,0.05313,0.27107,0.16271,0.06298,0.14014000000000001,0.0033799999999999998,0.00028,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.2374400000000003,0.0,0.0,0.0,3.23608,0,0,
Bi2I6,0.00847,0.006940000000000001,0.07822,0.03468,0.06494,0.19125999999999999,0.0,0.34979,0.11886,0.00399,0.04715,0.82595,0.002,-0.09112,0.0,0.27260999999999996,0.047689999999999996,0.03949,0.15344000000000002,0.0,0.03732,0.50161,0.0,0.2404,0.13159,0.10805999999999999,0.0,0,1,0.0,0.0,0.0,0.0,0.0,3.28575,1.89703,0.0,0.0,0.0,1.89703,0,0,
Mn2Se2,0.031689999999999996,0.01045,0.03694,0.03106,0.06539,0.13061,0.04405,0.25301,0.046830000000000004,0.04713,0.03627,0.9038700000000001,0.08535,-0.13153,0.11338,0.38201,0.30801999999999996,0.08164,0.43311000000000005,0.13710999999999998,0.22605,0.38035,0.00972,0.0937,-0.08623,0.00542,0.02084,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.89591,0.0,0.0,0.0,0.89591,0,0,
B1N1-T1,0.12440999999999999,0.0028899999999999998,0.11044000000000001,0.16484000000000001,0.0,0.0,0.0,0.16783,0.19987,0.0,0.0,0.7852399999999999,0.0143,-0.11277000000000001,0.0,0.13116,0.34134000000000003,0.04906,0.0,0.0,0.08979,0.30413,0.0,0.0084,0.08723,0.0,0.04401,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02534,0.0,0.0,0.0,0.0,0,1,
Cu2Te4Br2,0.02597,0.036969999999999996,0.10055,0.0985,0.13343,0.20623000000000002,0.0,0.21882,0.08993,0.04509,0.056220000000000006,0.85814,0.04145,-0.11379,0.0,0.34788,0.012629999999999999,0.05691,0.26225,0.08586,0.04312,0.3315,0.30874,0.13725,0.14014000000000001,0.013080000000000001,0.06749,0,0,0.0,0.0,0.0,0.0,136.16666999999998,0.0,-2.76904,0.0,0.0,0.0,-1.57359,0,0,
Ce2Br2O2,0.11202999999999999,0.00549,0.1501,0.16274,0.14855,0.32461999999999996,0.0,0.2392,0.27497,0.14328,0.17507999999999999,0.71829,0.03517,-0.09495,0.0,0.31376,0.04131,0.05691,0.15641,0.01915,0.11542999999999999,0.51115,0.0,0.20064,0.18652,0.02943,0.042089999999999995,0,1,0.0,0.0,0.0,0.0,0.0,1.72345,0.9950399999999999,0.9950399999999999,0.0,0.0,0.9950399999999999,1,0,
Te3As2,0.04556,0.00028,0.05764,0.024640000000000002,0.19687000000000002,0.13457,0.0,0.27326999999999996,0.08993,0.061989999999999996,0.00748,0.85814,0.00919,-0.11509000000000001,0.0,0.32337,0.05925,0.04047,0.26225,0.0,0.02103,0.38873,0.00168,0.10800000000000001,0.0,0.13139,0.0,0,1,0.0,0.0,0.0,0.0,197.0,0.0,2.03934,0.0,0.0,0.0,0.0,1,0,
Ag2I2,0.009179999999999999,0.0088,0.0442,0.11490999999999998,0.05145,0.22085,0.0,0.23415999999999998,0.05292,0.04052,0.02611,0.8661,0.011179999999999999,-0.09766,0.0,0.30964,0.01851,0.03047,0.23539000000000002,0.0,0.02556,0.39435,0.0,0.2404,0.12915,0.015,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.09376,0.0,0.0,0.0,1.09376,0,0,
Au6F16,0.10765,0.00014,0.0237,0.17640999999999998,0.21073000000000003,0.28996,0.0,0.19345,0.29612,0.1198,0.057620000000000005,0.8302700000000001,0.03936,-0.09781000000000001,0.0,0.70757,0.21545999999999998,0.08437,0.15975,0.0,0.33852,0.38636,0.0,0.6320600000000001,0.30421,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-4.46863,-11.51486,0.0,0.0,0.0,-11.51486,0,0,
U4Te10,0.0,0.03687,0.02046,0.09008,0.0495,0.16338,0.0,0.28808,0.08993,0.0772,0.00044,0.85814,0.032510000000000004,-0.23503000000000002,0.0,0.32337,0.12592,0.10123,0.2239,0.01732,0.12537,0.30096,0.032010000000000004,0.2182,0.01346,0.00734,0.04489,0,0,0.0,0.0,0.0,0.0,-260.81143,1.53298,0.9054,1.04651,0.0,0.0,1.04651,0,0,
Ir2Cl6,0.09337000000000001,0.00084,0.11982000000000001,0.06662,0.10772000000000001,0.30256,0.0,0.27783,1.0,0.02605,0.06081,0.56038,0.00297,-0.09767999999999999,0.0,0.87424,0.2196,0.08537,0.05042,0.13230999999999998,0.34593,0.35262,0.0,0.28373000000000004,0.45737,0.11771,0.19253,0,0,0.0,0.0,0.0,0.0,0.0,-2.6326,-5.7282,-5.78558,0.0,0.0,-5.78558,0,0,
Nb2Se4Br4-T1,0.016890000000000002,0.00549,0.08711,0.08182,0.06404,0.21575999999999998,0.011170000000000001,0.25301,0.07006,0.05123,0.05629,0.86965,0.02731,-0.09218,0.3024,0.54578,0.08484,0.035210000000000005,0.33255,0.04741,0.031110000000000002,0.32576,0.03372,0.16504000000000002,0.10217999999999999,0.00573,0.1258,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.4651,5.46509,0.0,0.0,5.4651,0,0,
Er1Re2O8,0.12927,0.00042,0.02425,0.20876,0.19539,0.17536,0.41198999999999997,0.20451,0.48318999999999995,0.10937999999999999,0.14958,0.5602600000000001,0.026510000000000002,-0.10244,0.03787,0.30301,0.12117,0.0114,0.19471,0.10765,0.20479,0.25978,0.12604,0.25615,0.004529999999999999,0.10497000000000001,0.12347999999999999,0,0,0.0,0.0,0.0,0.0,0.0,1.83244,2.37485,1.50776,6.03186,3.6095599999999997,3.7514199999999995,0,0,
Y2Br2O2-T1,0.06891,0.00583,0.16979,0.15675,0.11978,0.28071999999999997,0.0,0.2392,0.25695,0.15925,0.17507999999999999,0.73825,0.01355,-0.11059000000000001,0.0,0.31376,0.09425,0.05686,0.19471,0.04988,0.056229999999999995,0.4022,0.0,0.0958,0.054189999999999995,0.00715,0.0604,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.96099,0.96099,0.0,0.0,0.96099,1,0,
Pr4I10,0.07226,0.00725,0.06846000000000001,0.05615,0.04315,0.27563000000000004,0.0,0.42788000000000004,0.0711,0.01796,0.03893,0.8844200000000001,0.059739999999999994,-0.09766,0.0,0.28524,0.0057,0.05231,0.17943,0.0,0.0624,0.4162,0.0,0.23684000000000002,0.26866999999999996,0.04095,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-2.1591299999999998,-7.118710000000001,0.0,0.0,0.0,-7.118710000000001,0,0,
Pt1Se2,0.01257,0.00164,0.08315,0.09165,0.045880000000000004,0.11696,0.0156,0.25301,0.07006,0.02495,0.0177,0.86965,0.00969,-0.11527000000000001,0.05898,1.0,0.29131999999999997,0.10085,0.21445,0.10307999999999999,0.3117,0.36896,0.07197,0.16695,0.10217999999999999,0.4154,0.11425999999999999,1,0,0.0,0.0,0.0,0.0,0.0,1.7151900000000002,2.9020599999999996,0.0,0.0,0.0,2.5661099999999997,0,1,
U2Te10,0.0,0.03687,0.016880000000000003,0.07431,0.04083,0.13479000000000002,0.0,0.28808,0.08993,0.0772,0.00044,0.85814,0.02682,-0.23503000000000002,0.0,0.32337,0.10388,0.08351,0.2239,0.01429,0.10342,0.30096,0.026410000000000003,0.2182,0.01346,0.00734,0.03704,0,0,0.0,0.0,0.0,0.0,-74.2,5.15298,1.76899,2.1086,0.0,0.0,2.1086,0,0,
Cd1Br2-T1,0.02653,0.01113,0.06875,0.06155,0.01794,0.16225,0.0,0.21678000000000003,0.06359,0.056979999999999996,0.03321,0.8498,0.06906,-0.11209000000000001,0.0,0.31376,0.14790999999999999,0.062279999999999995,0.21116999999999997,0.0,0.0245,0.30101,0.0,0.21894,0.0,0.02762,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,
In1Cu1P2Se6,0.04576,0.07217,0.09365,0.038919999999999996,0.18785,0.08432,0.07735,0.21882,0.07006,0.12903,0.05099,0.86965,0.02702,-0.10654000000000001,0.09025,0.38201,0.10609,0.035519999999999996,0.11107,0.1071,0.06677999999999999,0.3315,0.21661,0.13725,0.02238,0.013080000000000001,0.028710000000000003,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.15455,3.19592,0.0,0.0,0.37911999999999996,0,0,
In1Ag1P2S6,0.04389,0.07244,0.08284,0.029089999999999998,0.17155,0.1395,0.0761,0.23415999999999998,0.09595,0.15061,0.06356,0.8235600000000001,0.01174,-0.10654000000000001,0.0,0.48265,0.15027000000000001,0.0261,0.11107,0.06216,0.0886,0.39435,0.21961999999999998,0.24553000000000003,0.02238,0.015,0.0336,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.96985,3.1091,0.0,0.0,1.9569,0,0,
Mg2Al2Se5,0.03372,0.023530000000000002,0.04755,0.18527000000000002,0.21834,0.06572,0.14407,0.25301,0.07006,0.04287,0.0212,0.86965,0.24702,-0.11107,0.43506999999999996,0.38201,0.1781,0.03755,0.43311000000000005,0.26382,0.06826,0.32424000000000003,0.08376,0.02292,-0.02414,0.02732,0.00922,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0636,0.9744799999999999,0.0,0.0,1.10289,1,0,
