Monolayer,Atom_HardnessRB_StDiv,Atom_Inv_Diff_ENARrev_ENGordyRev_Range,Atom_Inv_Diff_ENGordyRev_EA_StDiv,Atom_Inv_Diff_ENGordyRev_IP5_StDiv,Atom_Inv_Diff_ENGordyRev_IP6_StDiv,Atom_Inv_Diff_IP7_IP8_StDiv,Atom_Inv_Mult_EA_ThermalExpansion_Range,Atom_Inv_Mult_IP2_LatticeConstant_Min,Atom_Inv_Mult_SpeedSound_Zeff_Median,Atom_Log_Mult_ENGordyRev_IP6_Range,Atom_Log_Mult_IP7_Period_Range,Atom_Log_Mult_SpeedSound_RadiiCordero08_Median,Atom_Log_Ratio_IP2_IP3_StDiv,Atom_Log_Ratio_IP6_IP7_Max,Atom_Log_Ratio_PoissonRatio_Ntotal_Range,Atom_Mult_EA_dHAtom_Max,Atom_Mult_EA_dHAtom_StDiv,Atom_Mult_EA_dHFus_StDiv,Atom_Mult_IP8_SpeedSound_Min,Atom_Mult_IP8_SpeedSound_StDiv,Atom_Mult_LatticeConstant_Density_StDiv,Atom_Mult_LatticeConstant_RadiiBatsanov_Min,Atom_Mult_ThermalCond_YoungsModule_StDiv,Atom_Ratio_Density_TDebye0_Min,Atom_Ratio_EA_ThermalExpansion_Min,Atom_Ratio_ENARrev_YoungsModule_Min,Atom_Ratio_dHFus_SpeedSound_StDiv,CrystSyst_hexagonal,CrystSyst_trigonal,EState_Dist_Hf_EA,EState_Dist_Ti_ENARrev,EState_Topo_Ni_Zeff,EState_Topo_Pd_Zeff,EState_Topo_Te_dHAtom,Moment_N_f_2,Moment_SpeedSound_1,Moment_TCritical_1,Moment_TCurie_1,Moment_TCurie_3,Moment_ThermalExpansion_1,SG164,SG187,
Bi2Br2O2,0.06037000000000001,0.00848,0.15053,0.19354000000000002,0.12489000000000001,0.24538000000000001,0.0,0.2392,0.30103,0.12087,0.17507999999999999,0.69311,0.01111,-0.09112,0.0,0.31376,0.06892999999999999,0.05305,0.15344000000000002,0.020630000000000003,0.16710999999999998,0.50161,0.0,0.43173,0.13159,0.10805999999999999,0.11814000000000001,0,0,0.0,0.0,0.0,0.0,0.0,2.94988,0.98329,0.0,0.0,0.0,0.98329,0,0,
Ge2Bi2,0.018369999999999997,0.00405,0.03595,0.17175,0.0844,0.12531,0.0103,0.34979,0.0771,0.02804,0.008790000000000001,0.87282,0.07825,-0.09112,0.0,0.38706,0.1123,0.09795,0.15344000000000002,0.25793,0.08459,0.50161,0.0,0.07585,0.13159,0.10805999999999999,0.00439,1,0,0.0,0.0,0.0,0.0,0.0,7.0918399999999995,4.61269,0.0,0.0,0.0,1.8995,0,1,
Cu4Te4Br4,0.02755,0.036969999999999996,0.10255,0.10793,0.13065,0.20775,0.0,0.21882,0.06358,0.04509,0.056220000000000006,0.8756299999999999,0.041030000000000004,-0.11379,0.0,0.34788,0.014369999999999999,0.05391,0.26225,0.09107,0.04962,0.3315,0.32747,0.13725,0.14014000000000001,0.013080000000000001,0.07157999999999999,0,0,0.0,0.0,0.0,0.0,96.41667,0.0,1.29065,0.0,0.0,0.0,1.29065,0,0,
Al2Cl2O2,0.08441,0.01873,0.16151,0.16926,0.13379000000000002,0.09975,0.0,0.2392,0.48318999999999995,0.06736,0.20035,0.56038,0.01962,-0.09767999999999999,0.0,0.36708,0.10583,0.03135,0.05042,0.4178,0.013280000000000002,0.3905,0.0,0.03313,0.03506,0.032510000000000004,0.29274,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7921600000000001,0.7921600000000001,0.0,0.0,0.7921600000000001,0,0,
Mo1Te2,0.0,0.00412,0.06386,0.020380000000000002,0.01038,0.01402,0.0,0.23976,0.08993,0.05214,0.00158,0.85814,0.03007,-0.34951,0.0,0.41016,0.04091,0.02422,0.26225,0.13322,0.02182,0.30372,0.27143,0.12842,0.29131,0.0021,0.00079,1,0,0.0,0.0,0.0,0.0,-34.0,0.0,3.24226,4.107530000000001,0.0,0.0,4.107530000000001,0,1,
Al2Si2Te6,0.01377,0.01617,0.05552000000000001,0.24575999999999998,0.29299000000000003,0.19419,0.05669,0.26456999999999997,0.08993,0.10023,0.02383,0.85814,0.06167,-0.10868,0.0,0.52772,0.12972,0.13975,0.26225,0.28586999999999996,0.08209,0.3905,0.08109,0.0192,0.03506,0.032510000000000004,0.31223,0,1,0.0,0.0,0.0,0.0,-147.83333000000002,0.0,1.9827599999999999,1.7295900000000002,0.0,0.0,1.90457,0,0,
Zn2As4O8,0.0357,0.11127000000000001,0.09805,0.14193,0.03864,0.12612,0.0,0.18213,0.48318999999999995,0.1272,0.13903,0.5602600000000001,0.058379999999999994,-0.11509000000000001,0.0,0.30301,0.10402,0.06741,0.19471,0.11029000000000001,0.07534,0.25647,0.07219,0.10800000000000001,0.0,0.017490000000000002,0.021230000000000002,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.2408,2.2408,0.0,0.0,2.2408,0,0,
Mg1I2-T1,0.0229,0.02337,0.04179,0.28544,0.24505,0.04877,0.0,0.2626,0.01948,0.027960000000000002,0.05925,0.92725,0.27344,-0.09766,0.0,0.27260999999999996,0.14685,0.08467000000000001,0.92304,0.0,0.1602,0.32424000000000003,0.0,0.02292,-0.02414,0.02732,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.08608,0.0,0.0,0.0,2.08608,1,0,
Cd2H4Se2O8,0.05404,0.014769999999999998,0.09786,0.12297999999999999,0.13177,0.16939,0.0,0.21678000000000003,0.27663000000000004,0.14815,0.14187,0.59322,0.06287999999999999,-0.11209000000000001,0.04292,0.38201,0.11965999999999999,0.02377,0.19471,0.08782999999999999,0.08871,0.18939,0.03059,0.0030800000000000003,0.0,0.02762,0.03232,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3253199999999996,3.26586,0.0,0.0,3.51681,0,0,
Sr2La2Br10,0.04471,0.0048200000000000005,0.05654,0.05774,0.04034,0.25645,0.44746,0.37998000000000004,0.047760000000000004,0.0743,0.03399,0.8950600000000001,0.14218,-0.09958,0.09045,0.31376,0.11079000000000001,0.054770000000000006,0.1826,0.0,0.02254,0.43044,0.0,0.09183999999999999,0.00433,0.01615,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3581,-3.3581,0.0,0.0,-8.55493,0,0,
Cr2Si2Te6,0.01354,0.007790000000000001,0.08312,0.19832,0.23839000000000002,0.16697,0.00592,0.21486999999999998,0.08993,0.12905999999999998,0.02383,0.85814,0.06822,-0.10868,0.0,0.52772,0.09956,0.12214000000000001,0.26225,0.19967000000000001,0.0628,0.27107,0.12763,0.0192,0.25808000000000003,0.0033799999999999998,0.30182,0,1,0.0,0.0,0.0,0.0,-218.83333,0.0,2.94433,0.0,0.0,0.0,2.23096,0,0,
Sb6Pb6,0.04058,0.52859,0.02468,0.09031,0.06275,0.02878,0.07584,0.33357,0.11127000000000001,0.02851,0.00361,0.8344799999999999,0.07802,-0.09651,0.0,0.22855,0.08472,0.06398999999999999,0.10034,0.11684000000000001,0.13604000000000002,0.45556,0.0048,0.16165,0.023569999999999997,0.07647000000000001,0.03839,0,0,0.0,0.0,0.0,0.0,0.0,-0.75242,-5.79585,-7.42152,0.0,0.0,-6.81739,0,0,
Ge2S2,0.02251,0.0033200000000000005,0.02795,0.06863,0.09002,0.06505,0.0,0.4369,0.03533,0.00533,0.0513,0.9196799999999999,0.08397,-0.13310999999999998,0.0,0.48265,0.0478,0.12055999999999999,0.6693100000000001,0.0,0.04423,0.54573,0.0,0.07585,0.38443,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9179999999999999,0.0,0.0,0.0,-0.9179999999999999,0,0,
Sm2Br6,0.11235999999999999,0.00366,0.10099999999999999,0.026560000000000004,0.0235,0.28841999999999995,0.0,0.37998000000000004,0.10702,0.025869999999999997,0.05555,0.8746700000000001,0.05385,-0.08042,0.0,0.31376,0.12377,0.05312000000000001,0.1766,0.0,0.21234,0.57268,0.0,0.23651,0.02387,0.08557999999999999,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.28393,1.00409,0.0,0.0,0.0,1.00409,0,0,
Bi2I2O2,0.06875,0.00848,0.16551,0.22530999999999998,0.16122,0.23506,0.0,0.2392,0.30103,0.12087,0.16668,0.69311,0.00418,-0.09112,0.0,0.30301,0.060379999999999996,0.06497,0.15344000000000002,0.020630000000000003,0.17294,0.50161,0.0,0.2404,0.13159,0.10805999999999999,0.11814000000000001,0,0,0.0,0.0,0.0,0.0,0.0,3.01344,1.0044799999999998,0.0,0.0,0.0,1.0044799999999998,0,0,
K1V3Se2O12,0.07392,0.00935,0.20422,0.12049000000000001,0.09898,0.17772000000000002,0.16529000000000002,0.20340999999999998,0.48318999999999995,0.17327,0.15696,0.5602600000000001,0.046360000000000005,-0.09679,0.28501,0.38201,0.07253,0.033960000000000004,0.19471,0.14271,0.056420000000000005,0.28425,0.02427,0.04994,0.01126,0.00646,0.06896000000000001,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.86308,0.0,0.0,0.0,2.36415,0,0,
Ti2Br2O2,0.10629000000000001,0.00855,0.17173,0.1727,0.12351,0.13804,0.0,0.2392,0.25205,0.13664,0.17507999999999999,0.75195,0.05354,-0.09711,0.0,0.31376,0.13084,0.059489999999999994,0.19471,0.20749,0.055560000000000005,0.29120999999999997,0.0,0.05745,0.01719,0.00618,0.06521,0,0,0.0,-11.82976,0.0,0.0,0.0,0.0,0.84349,0.84349,0.0,0.0,0.84349,0,0,
V1S2,0.0,0.00824,0.10162,0.02187,0.11115,0.12953,0.0,0.25408000000000003,0.02444,0.02752,0.04591,0.92742,0.06502999999999999,-0.09679,0.0,0.48265,0.12117,0.026810000000000004,0.55607,0.0,0.015880000000000002,0.28425,0.0,0.08139,0.11717000000000001,0.00646,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,
Si1Te2,0.00391,0.0021899999999999997,0.06527000000000001,0.24128000000000002,0.28686999999999996,0.20226,0.0,0.28808,0.08993,0.10023,0.02383,0.85814,0.07408,-0.10868,0.0,0.52772,0.09633,0.11257,0.26225,0.09765,0.07455,0.42089,0.04119,0.0192,1.0,0.08081,0.33289,0,1,0.0,0.0,0.0,0.0,197.0,0.0,1.23615,0.0,0.0,0.0,1.9069,1,0,
Sm2Te6,0.0885,0.0019399999999999999,0.06622,0.022690000000000002,0.09716,0.07,0.0,0.28808,0.08993,0.019219999999999998,0.00066,0.85814,0.07437,-0.08042,0.0,0.32337,0.12793,0.09705,0.1766,0.03709,0.18082,0.42089,0.00283,0.2182,0.02387,0.08557999999999999,0.05062,0,0,0.0,0.0,0.0,0.0,197.0,3.27929,1.0931,0.0,0.0,0.0,1.0931,0,0,
U2Se4O14,0.060829999999999995,0.03942,0.12702,0.18717,0.19185,0.28223000000000004,0.13287000000000002,0.2392,0.48318999999999995,0.21345999999999998,0.11879,0.5602600000000001,0.01611,-0.23503000000000002,0.13827,0.38201,0.08845,0.0284,0.19471,0.0943,0.14689000000000002,0.30096,0.03414,0.16695,0.01346,0.00734,0.0491,0,0,0.0,0.0,0.0,0.0,0.0,2.7833200000000002,2.68368,1.64811,0.0,0.0,3.01021,0,0,
Hf1Te2-T1,0.013130000000000001,0.00266,0.11495999999999999,0.04767,0.12814,0.01807,0.0,0.2624,0.08993,0.0615,0.01796,0.85814,0.01272,-0.1107,0.0,0.32337,0.07198,0.08324,0.26225,0.01396,0.07311000000000001,0.33058000000000004,0.009909999999999999,0.2182,0.10465999999999999,0.13139,0.0365,0,1,0.13224,0.0,0.0,0.0,197.0,-0.015069999999999998,3.2749599999999996,3.89491,0.0,0.0,3.89491,1,0,
Ba2Te4O12,0.09691,0.0037,0.1207,0.17737999999999998,0.20803000000000002,0.28688,0.0,0.2392,0.48318999999999995,0.15684,0.14424,0.5602600000000001,0.12507000000000001,-0.11425,0.0,0.32337,0.09032000000000001,0.09587000000000001,0.11497,0.04102,0.0865,0.42089,0.00062,0.1676,0.01314,0.024630000000000003,0.1139,0,0,0.0,0.0,0.0,0.0,-13.90833,0.0,-3.17182,0.0,0.0,0.0,-3.7279400000000003,0,0,
Ge1O2,0.08098999999999999,0.00442,0.13949,0.04213,0.03422,0.13675,0.0,0.2392,0.48318999999999995,0.09283999999999999,0.12830999999999998,0.5602600000000001,0.06896000000000001,-0.13310999999999998,0.0,0.38706,0.039619999999999995,0.1241,0.19471,0.22373,0.10989000000000002,0.51115,0.0,0.07585,0.38443,0.0,0.10724000000000002,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.37804,0.0,0.0,0.0,1.45468,1,0,
Si4As8,0.039939999999999996,0.00247,0.12074000000000001,0.21756999999999999,0.09742999999999999,0.07277,0.0,0.27326999999999996,0.0637,0.03825,0.031310000000000004,0.81742,0.06523999999999999,-0.10868,0.0,0.52772,0.15334,0.15150999999999998,0.46941000000000005,0.0,0.05432000000000001,0.38873,0.039580000000000004,0.0192,1.0,0.08081,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9229299999999999,0.0,0.0,0.0,-0.9229299999999999,0,0,
V2O2F6,0.02822,0.00949,0.17936,0.10769000000000001,0.029830000000000002,0.19863,0.0,0.19345,0.25382,0.16396,0.18967,0.74384,0.03689,-0.09679,0.0,0.30301,0.03151,0.030510000000000002,0.19471,0.18068,0.05039,0.28425,0.0,0.08139,0.11717000000000001,0.00646,0.09426,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.914439999999999,9.93523,0.0,0.0,9.93523,0,0,
Hg4I8,0.04133,0.00183,0.21277,0.05923,0.00049,0.18116,0.0,0.19607,0.0,0.04356,0.03316,0.0,0.038169999999999996,-0.09766,0.0,0.27260999999999996,0.12850999999999999,0.07578,0.0,0.0,0.01205,0.28143,0.0,0.2404,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-4.419230000000001,0.0,-4.42016,0.0,0.0,-4.42016,0,0,
Sr2Ti2Si4O14,0.09786,0.00855,0.1854,0.08874,0.09756000000000001,0.18385,0.47373999999999994,0.2392,0.48318999999999995,0.16546,0.14318,0.5602600000000001,0.12445,-0.09711,0.12484,0.52772,0.15411,0.18100000000000002,0.19471,0.1517,0.029519999999999998,0.29120999999999997,0.02684,0.0192,0.00433,0.00618,0.38319000000000003,0,0,0.0,-42.56337,0.0,0.0,0.0,0.0,-3.51175,-3.56006,0.0,0.0,-3.56006,0,0,
Li1Ni1P2S6,0.03772,0.02248,0.11429,0.034839999999999996,0.17455,0.04627,0.06919,0.05675,0.01761,0.12612,0.06408,0.9252100000000001,0.03635,-0.10654000000000001,0.0,0.48265,0.14870999999999998,0.035930000000000004,0.55776,0.0,0.07826,0.32323,0.11227000000000001,0.00825,0.02514,0.007640000000000001,0.06596,0,0,0.0,0.0,0.725,0.0,0.0,0.0,-4.224469999999999,-2.91435,-5.82869,11.5847,-3.57179,0,0,
Gd2C1Cl2,0.17815999999999999,0.00084,0.09874,0.23083,0.21516999999999997,0.32731,0.06934,0.18008,0.10144,0.21848,0.08476,0.8976799999999999,0.02862,-0.09767999999999999,0.0,0.75369,0.262,0.38373,0.05042,0.0906,0.10061,0.29012,0.0,0.00536,0.02727,0.13174,0.23826,0,1,0.0,0.0,0.0,0.0,0.0,1.6233600000000001,1.65022,0.93725,0.93725,13.12951,1.1941700000000002,1,0,
Mg1I2,0.0229,0.02337,0.04179,0.28544,0.24505,0.04877,0.0,0.2626,0.01948,0.027960000000000002,0.05925,0.92725,0.27344,-0.09766,0.0,0.27260999999999996,0.14685,0.08467000000000001,0.92304,0.0,0.1602,0.32424000000000003,0.0,0.02292,-0.02414,0.02732,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.08374,0.0,0.0,0.0,2.08374,1,0,
Tm4H12O12,0.13119,0.014769999999999998,0.01823,0.13016,0.07712000000000001,0.26632,0.0,0.2392,0.25489,0.08553,0.10324000000000001,0.59322,0.04647,-0.10051,0.0,0.30301,0.10803,0.00039,0.19471,0.0,0.11213,0.18939,0.0,0.0030800000000000003,0.00225,0.26935,0.0056700000000000006,0,0,0.0,0.0,0.0,0.0,0.0,4.35684,1.58343,0.0,1.58343,12.16428,1.58343,0,0,
Mg3Si2H4O9,0.06432,0.024909999999999998,0.16050999999999999,0.05442,0.06708,0.08457,0.08738,0.2392,0.27345,0.08892,0.10743,0.59322,0.23038000000000003,-0.10868,0.0,0.52772,0.16271,0.14916,0.19471,0.29378000000000004,0.03895,0.18939,0.00093,0.0030800000000000003,-0.02414,0.02732,0.30339,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.69425,0.0,0.0,0.0,1.75845,0,0,
Mo1S2,0.0,0.00557,0.08522,0.09029,0.08433,0.19668,0.0,0.23976,0.021580000000000002,0.09022999999999999,0.04027,0.9458200000000001,0.025830000000000002,-0.35873,0.0,0.48265,0.03417,0.07441,0.54486,0.0,0.05189,0.30372,0.0,0.12842,0.29131,0.0021,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.67254,3.67254,0.0,0.0,3.67254,0,1,
Ta3Te1I7,0.053529999999999994,0.0027,0.16355999999999998,0.059629999999999996,0.08542999999999999,0.20215,0.0,0.25132,0.13806,0.060270000000000004,0.06694,0.9077,0.01697,-0.09766,0.0,0.32337,0.03373,0.04548,0.26225,0.03023,0.09074,0.33434,0.057260000000000005,0.2182,0.09593,0.13139,0.07368999999999999,0,1,0.0,0.0,0.0,0.0,197.0,4.416119999999999,0.77923,0.0,0.0,0.0,0.0,0,0,
Re1Te2,0.03742,0.0027600000000000003,0.13604000000000002,0.07159,0.02562,0.20920999999999998,0.0,0.20451,0.08993,0.026869999999999998,0.030719999999999997,0.85814,0.02308,-0.12555999999999998,0.0,0.32337,0.14787,0.10852,0.26225,0.10117000000000001,0.14918,0.25978,0.13151,0.2182,0.004529999999999999,0.10497000000000001,0.006529999999999999,1,0,0.0,0.0,0.0,0.0,197.0,1.63179,3.06453,3.9568800000000004,0.0,0.0,3.9568800000000004,0,1,
Ta3S1Br7,0.06955,0.00125,0.14668,0.11281,0.03159,0.20375,0.0,0.25132,0.13806,0.022180000000000002,0.09807,0.9077,0.0269,-0.11379,0.0,0.48265,0.0731,0.035210000000000005,0.33207,0.0,0.15941,0.33434,0.0,0.35984,0.09593,0.19969,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-6.51209,-6.51209,0.0,0.0,-6.51209,0,0,
Rh2Br6,0.0,0.00747,0.05051,0.03441,0.009890000000000001,0.22909000000000002,0.0,0.25851999999999997,0.02802,0.07327,0.02235,0.9227700000000001,0.01178,-0.11379,0.0,0.5292399999999999,0.09331,0.015519999999999999,0.38011,0.0,0.11936,0.34894000000000003,0.0,0.12883,0.26079,0.0036299999999999995,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6047300000000004,-3.6047300000000004,0.0,0.0,-3.6047300000000004,0,0,
Ru2Cl6,0.0,0.00701,0.06221,0.02913,0.0669,0.28346,0.0,0.19815,1.0,0.10524000000000001,0.04185,0.56038,0.0033,-0.09767999999999999,0.0,0.56821,0.08709,0.04496,0.05042,0.17797000000000002,0.1077,0.25413,0.0,0.11885,0.30593000000000004,0.00198,0.21309,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-2.9667,-2.9667,0.0,0.0,-2.9667,0,0,
Mn1Co3O8,0.08578999999999999,0.01721,0.17726,0.07904,0.07059,0.13907,0.04547,0.18070999999999998,0.48318999999999995,0.15596,0.15506,0.5602600000000001,0.05615,-0.13153,0.00103,0.30301,0.14620999999999998,0.04294,0.19471,0.1825,0.16446,0.23049,0.10582000000000001,0.0937,-0.08623,0.00542,0.052860000000000004,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.05634,0.0,1.8887599999999998,10.94389,2.22637,1,0,
Cu1Br1,0.0,0.036969999999999996,0.08297,0.11664000000000001,0.07485,0.15525999999999998,0.0,0.21882,0.03723,0.044660000000000005,0.041069999999999995,0.89312,0.026539999999999998,-0.11379,0.0,0.34788,0.01706,0.01124,0.4444,0.0,0.06034,0.3315,0.0,0.13725,0.14014000000000001,0.013080000000000001,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0497099999999997,0.0,0.0,0.0,2.0497099999999997,0,1,
Pd2Se4,0.06619,0.0077599999999999995,0.04,0.02889,0.01857,0.10042000000000001,0.00295,0.24625,0.07006,0.04754,0.0284,0.86965,0.027639999999999998,-0.10915,0.14212,0.38201,0.09688,0.00486,0.25886,0.08215,0.12761,0.36614,0.051820000000000005,0.16695,0.08914,0.00921,0.07908,0,0,0.0,0.0,0.0,-1.75,0.0,0.0,10.73737,0.0,0.0,0.0,10.73737,0,0,
Sr2Cu1I2O2,0.08494,0.0378,0.19027,0.1973,0.15106,0.24939,0.4611,0.21882,0.48318999999999995,0.16546,0.16668,0.5602600000000001,0.18904,-0.09766,0.33699,0.34788,0.13427999999999998,0.07164,0.19471,0.1177,0.1317,0.3315,0.0,0.09183999999999999,0.00433,0.013080000000000001,0.05661,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14420999999999998,0.0,0.0,0.0,1.4752399999999999,0,0,
Zr2Br2N2-T1,0.15938,0.00577,0.19587000000000002,0.13633,0.26847,0.20954,0.0,0.16783,0.21116,0.29561,0.16097999999999998,0.74773,0.02012,-0.09021,0.0,0.31376,0.38676,0.05535,0.35699000000000003,0.0,0.08705,0.30413,0.0,0.11924000000000001,0.14017000000000002,0.007690000000000001,0.09748,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.90927,0.90927,0.0,0.0,0.90927,0,0,
Sb2I6,0.01488,0.00325,0.08167,0.03456,0.09895,0.15397,0.0,0.33357,0.06221,0.014480000000000002,0.03963,0.8872200000000001,0.00303,-0.09651,0.0,0.27260999999999996,0.01908,0.0091,0.33402,0.0,0.035710000000000006,0.45556,0.0,0.16165,0.17817,0.07647000000000001,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.86517,0.0,0.0,0.0,1.86517,0,0,
Si6P6,0.053610000000000005,0.0026100000000000003,0.1197,0.21606,0.00941,0.025710000000000004,0.0,0.4086,0.0637,0.029230000000000003,0.00927,0.81742,0.06878,-0.10654000000000001,0.0,0.52772,0.16592,0.23456999999999997,0.46941000000000005,0.0,0.0020800000000000003,0.52355,0.0,0.0192,1.0,0.08081,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-4.494,0.0,0.0,0.0,-4.494,0,0,
Pd1Te2,0.07959,0.00658,0.02053,0.02146,0.08703999999999999,0.00318,0.0,0.24625,0.08993,0.02012,0.02833,0.85814,0.03216,-0.10915,0.0,0.32337,0.06923,0.08014,0.25886,0.0016,0.09366000000000001,0.36614,0.051089999999999997,0.2182,0.08914,0.00921,0.026139999999999997,1,0,0.0,0.0,0.0,1.15,107.0,0.0,2.95883,0.0,0.0,0.0,4.05242,0,1,
H4W2O8,0.11093,0.01496,0.016390000000000002,0.21145999999999998,0.21629,0.21379,0.0,0.237,0.48318999999999995,0.11737,0.09632,0.5602600000000001,0.00267,-0.37751,0.0,0.58465,0.13842000000000002,0.06686,0.19471,0.10545999999999998,0.20672,0.18939,0.0,0.0030800000000000003,0.33941,0.10361,0.10690999999999999,0,0,0.0,0.0,0.0,0.0,0.0,3.98365,1.81313,1.35178,0.0,0.0,1.35178,0,0,
Nd2Te4Se2,0.07605,0.034539999999999994,0.05566,0.04409,0.0809,0.13564,0.04508,0.25301,0.08446000000000001,0.02742,0.0061600000000000005,0.8639,0.06838,-0.09794,0.18295,0.38201,0.13152,0.09916,0.18664,0.09034,0.029410000000000002,0.38035,0.00343,0.16695,0.031580000000000004,0.054079999999999996,0.09842000000000001,0,0,0.0,0.0,0.0,0.0,197.0,3.22848,1.07616,0.0,0.0,0.0,1.07616,0,0,
Al2Te5,0.014180000000000002,0.01617,0.03185,0.22186999999999998,0.2653,0.16194,0.0,0.26456999999999997,0.08993,0.0703,0.021269999999999997,0.85814,0.0065,-0.14207,0.0,0.32337,0.09299,0.09135,0.26225,0.33328,0.07958,0.3905,0.09308999999999999,0.03313,0.03506,0.032510000000000004,0.09038,0,0,0.0,0.0,0.0,0.0,106.7,0.0,-2.82452,-1.46151,0.0,0.0,-1.46151,0,0,
As6Pb6,0.059829999999999994,0.53112,0.00047999999999999996,0.03606,0.11832999999999999,0.11969,0.0,0.27326999999999996,0.16034,0.056639999999999996,0.0029100000000000003,0.78174,0.07767,-0.11238,0.0,0.20243,0.07165,0.0696,0.10034,0.0,0.17010999999999998,0.38873,0.00101,0.10800000000000001,0.023569999999999997,0.15596,0.0,0,0,0.0,0.0,0.0,0.0,0.0,-0.72439,-6.9413100000000005,-6.9413100000000005,0.0,0.0,-6.9413100000000005,0,0,
Ti2N2Cl2,0.15905,0.00828,0.18587,0.11191,0.22179000000000001,0.17578,0.0,0.16783,0.39433,0.28101,0.18625,0.57306,0.04771,-0.09711,0.0,0.36708,0.37949,0.035769999999999996,0.05042,0.27963000000000005,0.04382,0.29120999999999997,0.0,0.05745,0.01719,0.00618,0.27578,0,0,0.0,-8.33367,0.0,0.0,0.0,0.0,0.81738,0.81738,0.0,0.0,0.81738,0,0,
Cu2Br2,0.0,0.036969999999999996,0.08297,0.11664000000000001,0.07485,0.15525999999999998,0.0,0.21882,0.03723,0.044660000000000005,0.041069999999999995,0.89312,0.026539999999999998,-0.11379,0.0,0.34788,0.01706,0.01124,0.4444,0.0,0.06034,0.3315,0.0,0.13725,0.14014000000000001,0.013080000000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9519200000000001,0.0,0.0,0.0,0.9519200000000001,0,0,
Pr2Te4Se2,0.06568,0.00742,0.01866,0.04855,0.07587,0.13564,0.012490000000000001,0.25301,0.08051,0.02742,0.00896,0.8639,0.06684,-0.10013999999999999,0.22361999999999999,0.38201,0.0346,0.08767,0.17943,0.09235,0.02953,0.38035,0.0022600000000000003,0.16695,0.10217999999999999,0.04095,0.09857,0,0,0.0,0.0,0.0,0.0,57.75,3.2398700000000002,1.07925,0.0,0.0,0.0,1.07925,0,0,
Fe2S2,0.05184,0.01275,0.04045,0.020819999999999998,0.04819,0.10480999999999999,0.0,0.21791999999999997,0.024730000000000002,0.05087,0.07153999999999999,0.93174,0.055420000000000004,-0.13909000000000002,0.0,0.48265,0.21523,0.00511,0.54345,0.0,0.00484,0.26354,0.0,0.08774,0.02394,0.00573,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.89717,0.0,0.89717,11.211319999999999,0.89717,0,0,
Nb1Se2,0.00782,0.00495,0.10885,0.10197,0.08019,0.13821,0.011170000000000001,0.25301,0.07006,0.03356,0.00577,0.86965,0.03419,-0.09218,0.3024,0.54578,0.0772,0.04165,0.33255,0.04741,0.03648,0.32576,0.03372,0.16504000000000002,0.10217999999999999,0.00573,0.1258,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.84176,3.95824,0.0,0.0,2.41417,0,1,
Tc4S8,0.062279999999999995,0.00599,0.05769,0.07274,0.06567,0.02702,0.0,0.22085,0.0,0.08291,0.08906,0.0,0.05736,-0.11962,0.0,0.48265,0.08479,0.02891,0.0,0.0,0.04852,0.2579,0.0,0.13464,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79589,0.0,0.0,0.0,0,0,
Y2Cl2O2,0.06662,0.00583,0.16115,0.11864000000000001,0.0944,0.30009,0.0,0.2392,0.48318999999999995,0.15925,0.20035,0.56038,0.01517,-0.09767999999999999,0.0,0.36708,0.10987999999999999,0.03203,0.05042,0.10019,0.03798,0.4022,0.0,0.0958,0.054189999999999995,0.00715,0.28236,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.00315,0.9518700000000001,0.0,0.0,0.9518700000000001,1,0,
